date,id,text, bot_non_bot
Mon Apr 02 13:37:34 +0000 2018,980801417014403073,"RT @hari: As immigration increases, violent crime falls or stays the same in at least 70% of cities from 1986 to 2016 https://t.co/5EV2dlAI…",1
Mon Apr 02 13:20:30 +0000 2018,980797120784535552,The international community has called for restraint after Israeli forces killed 16 people on Friday inside Gaza. https://t.co/AUDZ5zhbgO,1
Mon Apr 02 01:30:00 +0000 2018,980618316912893953,President Trump has frequently claimed that immigrants increase crime in America but researchers looked at the data… https://t.co/AK0RHcpYYu,1
Mon Apr 02 00:45:00 +0000 2018,980606992619360256,The Russian Foreign Ministry asked the international agency that monitors chemical weapons for information about th… https://t.co/Qk8sv364u9,1
Mon Apr 02 00:00:00 +0000 2018,980595668258623488,"Fifteen Palestinians were killed and over 700 wounded in Friday’s violence near the Israeli border, according to Pa… https://t.co/sELgfzWltK",1
Sun Apr 01 23:00:00 +0000 2018,980580568764071937,"A conflict between Ukraine and Russia since 2014 has killed more than 10,000 people, displaced 2 million and put bu… https://t.co/3IwnH496F2",1
Sun Apr 01 22:00:01 +0000 2018,980565474974027776,"""Survey after survey has shown that Republicans and Democrats now view each other not simply as wrong but as malevo… https://t.co/fequfaeh6e",1
Sun Apr 01 21:00:01 +0000 2018,980550373655035905,"More chocolate is sold in the U.S. than in any other country in the world, and there are millions of cocoa growers… https://t.co/tsQ2HCgh2j",1
Sun Apr 01 20:00:01 +0000 2018,980535273304895488,American victims are asking the Supreme Court to reinstate a $654 million verdict against the PLO and Palestinian A… https://t.co/o8jh82hRfs,1
Sun Apr 01 19:00:02 +0000 2018,980520180949319684,"A large crack, stretching several kilometers, made a sudden appearance recently in south-western Kenya -- and it co… https://t.co/1LIdvDJcsP",1
Sun Apr 01 18:00:02 +0000 2018,980505078573318144,"This collective was inspired by the founders’ desire to uplift their communities through art and education, amid ge… https://t.co/ylc594fAGm",1
Sun Apr 01 17:00:00 +0000 2018,980489972808531969,"A protester in Sacramento, California, was struck by a sheriff’s department vehicle Saturday night while demonstrat… https://t.co/C8CDrH1Yf8",1
Sun Apr 01 16:02:02 +0000 2018,980475385094770688,President Trump tweeted Sunday morning that there would be no deal on the Deferred Action for Childhood Arrivals pr… https://t.co/dnix6zy1aa,1
Sun Apr 01 15:00:04 +0000 2018,980459787853926400,"On Easter Sunday, Pope Francis said the message of the resurrection offers hope in a world “marked by so many acts… https://t.co/JI7lE9cOjV",1
Sun Apr 01 14:00:03 +0000 2018,980444685284945920,Some Sioux County Trump voters say they would be willing to walk away from the president if the fallout from new ta… https://t.co/F6wptxT523,1
Sun Apr 01 13:00:01 +0000 2018,980429578299523072,There was a spontaneous burst of applause Saturday outside St. Mary the Great church when the hearse arrived. The b… https://t.co/IP3ylCw7hP,1
Sun Apr 01 01:00:00 +0000 2018,980248380545826816,"Cape Town’s only source of water comes from its reservoirs, and they are running dangerously low. https://t.co/CrDkGPwKXz",1
Sun Apr 01 00:00:02 +0000 2018,980233286650814464,Cape Town is close to running out of water. But is this South African city's crisis a cautionary tale for the rest… https://t.co/W5UqFfv8eF,1
Sat Mar 31 23:00:02 +0000 2018,980218189253677063,The international community has called for restraint after Israeli forces killed 16 people on Friday inside Gaza. https://t.co/YnA9HRfW3R,1
Sat Mar 31 22:00:00 +0000 2018,980203083039846400,The selections of a Brazilian and a Chinese-American to top leadership positions are likely to trigger applause fro… https://t.co/z2z46ObS8k,1
Sat Mar 31 21:00:00 +0000 2018,980187982291460096,A federal court in Washington has told the Trump administration that the government can’t interfere with the abilit… https://t.co/hbLTsjwycV,1
Sat Mar 31 20:00:00 +0000 2018,980172881371025409,The life of renowned physicist and author Stephen Hawking was celebrated during a private funeral Saturday in the E… https://t.co/RsOdWEjguN,1
Sat Mar 31 19:00:03 +0000 2018,980157794992128005,Pakistan’s Nobel Peace Prize winner Malala Yousafzai on Saturday arrived in her hometown for the first time since a… https://t.co/pFS14m7ivP,1
Sat Mar 31 18:00:01 +0000 2018,980142689009184770,"Kept under wraps for nearly two years, body camera footage of a Baton Rouge policeman killing Alton Sterling was re… https://t.co/mFJhLIMOpN",1
Sat Mar 31 17:00:01 +0000 2018,980127588642410496,Calls for justice and charges against two Sacramento police officers who fatally shot an unarmed black man aren’t a… https://t.co/bp39RfFwKi,1
Sat Mar 31 16:00:00 +0000 2018,980112483477159937,"The Maryland Court of Special Appeals ruled Thursday that Adnan Syed, whose case was chronicled in the hit true cri… https://t.co/Z7EhbXVxYR",1
Sat Mar 31 15:00:02 +0000 2018,980097393197830145,Israel will target “terror organizations” in Gaza if violence along the territory’s border with Israel drags on. https://t.co/ePaxhZevNg,1
Sat Mar 31 14:00:00 +0000 2018,980082285750947840,"In response to racist violence, more African Americans look to bear arms. @SimonOstrovsky reports:
https://t.co/8vBTnnn9OB",1
Sat Mar 31 12:00:01 +0000 2018,980052091442905088,"“That little chimp should be with his mom and not on my lap.” Anthony Caere, a Belgian aviator working for Virunga… https://t.co/cBYZoWAFB1",1
Sat Mar 31 11:00:00 +0000 2018,980036985858519040,"Mohsin Hamid, author of “Exit West,” uses realism and some magic to capture life for millions today and a possible… https://t.co/mudowrtHh3",1
Sat Mar 31 03:00:01 +0000 2018,979916193585815552,"The military's newest combatant command fights every day -- not on land or in the air, but in cyberspace. https://t.co/hMh7oF3ZY7",1
Sat Mar 31 02:00:00 +0000 2018,979901092224888832,"Atlanta is only the most recent victim of ransomware attacks, where hackers gain entry to computers, seize files, a… https://t.co/CXPK4Cm6nd",1
Sat Mar 31 01:00:01 +0000 2018,979885995616231425,"In Russia, the expulsion of alleged spies by more than 20 nations and the subsequent retaliation by Moscow comes am… https://t.co/LELyZ6IaFM",1
Sat Mar 31 00:40:00 +0000 2018,979880958823366657,"Who is Ronny Jackson, President Trump’s pick to lead the Department of Veterans Affairs? (via @gretchenfrazee) https://t.co/Ggm21Nn6rQ",1
Sat Mar 31 00:20:00 +0000 2018,979875924614184964,"When they were developed nearly a century ago, antibiotics were intended as a last resort. (by @LauraSanthanam) https://t.co/3TYhpUDr8f",1
Sat Mar 31 00:10:00 +0000 2018,979873408535023616,"WATCH: “After I read it, I was shaking for a good hour,” @rabiasquared says of her reaction upon reading that an ap… https://t.co/WmmVA0LiwE",1
Sat Mar 31 00:00:01 +0000 2018,979870896654618625,Analysis: Why access to college depends on where you live https://t.co/S9nqdtiWRe,1
Fri Mar 30 23:50:00 +0000 2018,979868375215046656,"The next pick for #NowReadThis, our book club with @nytimes/@nytimesbooks, is… https://t.co/ywMv9V3y1d",1
Fri Mar 30 23:40:00 +0000 2018,979865858867568641,"A Chinese space station is tumbling uncontrollably toward Earth, and no one will know where its pieces will land un… https://t.co/AdrX7ELocu",1
Fri Mar 30 23:35:11 +0000 2018,979864648768892928,Baton Rouge Police fire officer who fatally shot Alton Sterling in 2016 https://t.co/dEOV8hyZrC https://t.co/RoPMtNoz5S,1
Fri Mar 30 23:34:26 +0000 2018,979864456975929344,The video of a rescued chimpanzee's flight to wildlife sanctuary recently spread like wildfire on the web.… https://t.co/FzDd7uSEhg,1
Fri Mar 30 23:30:00 +0000 2018,979863343094640640,It was the third week in a row that President Trump fired a member of his administration. Shields and Brooks take o… https://t.co/pUQde6ztDN,1
Fri Mar 30 23:27:35 +0000 2018,979862733775503360,"""The Death and Life of the Great Lakes,"" by Dan Egan (@danpatrickegan), is the April pick for #NowReadThis, our boo… https://t.co/H6a03h37xm",1
Fri Mar 30 23:22:51 +0000 2018,979861544291860480,"Readers in #NowReadThis, our book club with @nytimes/@nytimesbooks, wanted to know if the characters and events in… https://t.co/N6fURZfMwp",1
Fri Mar 30 23:20:00 +0000 2018,979860826797625344,"Since the bill passed, several school districts across Oklahoma have cancelled classes on Monday in a show of suppo… https://t.co/sAOySGYHp5",1
Fri Mar 30 23:16:42 +0000 2018,979859994966351872,"""That sense of public service — that it's a high calling, that it's for the common good — is totally absent from th… https://t.co/KTaRYwGH4T",1
Fri Mar 30 23:00:02 +0000 2018,979855799504613377,The United States said Friday it has secured the support of the U.N. Security Council for a new package of sanction… https://t.co/SnAjTgngbe,1
Fri Mar 30 22:57:07 +0000 2018,979855068185862144,"""Part of the key belief of populism ... is that experience is more corrupting than it is educational,"" @nytopinion'… https://t.co/banNVr3xq5",1
Fri Mar 30 22:46:31 +0000 2018,979852397643116544,"""It's like playing hockey,"" Lt. Gen. Vincent Stewart, a deputy commander with U.S. Cyber Command, says of the work.… https://t.co/qZXKT4WZmd",1
Fri Mar 30 22:45:36 +0000 2018,979852169137606657,Baton Rouge Police fire officer who fatally shot Alton Sterling in 2016 https://t.co/C1uJtSAiCb,1
Fri Mar 30 22:35:49 +0000 2018,979849705688649739,WATCH on #Periscope: Syndicated columnist Mark Shields and @nytopinion's David Brooks analyze the week's political… https://t.co/C8FySppp1Q,1
Fri Mar 30 22:33:29 +0000 2018,979849117613506560,"Fort Meade, Maryland, looks and sounds like every other stateside military base. But the base — home to the Nationa… https://t.co/lDanepnY76",1
Fri Mar 30 22:27:07 +0000 2018,979847518799278080,"A recent ransomware attack that hit the City of Atlanta is ""pretty significant in terms of the scope of the damage,… https://t.co/sQzNoWDmpU",1
Fri Mar 30 22:20:58 +0000 2018,979845969893195777,The diplomatic showdown between Russia and the West intensified this week. @nickschifrin reports on how relations b… https://t.co/bWzOmaLwHU,1
Fri Mar 30 22:11:12 +0000 2018,979843513343856640,Palestinian protesters confronted Israeli troops along the Gaza border today in the bloodiest day there since 2014.… https://t.co/XBi6iO1VzO,1
Fri Mar 30 22:01:57 +0000 2018,979841182934228994,"RT @nytimesbooks: On tonight's PBS NewsHour: Jeffrey Brown asks ""Exit West"" author Mohsin Hamid your questions and announces our book for A…",1
Fri Mar 30 21:51:06 +0000 2018,979838451456540672,"RT @mtill50: Later @Newshour - an exclusive look inside US Cyber Command, the world of cyber defense &amp; offense, &amp; the troops on the digital…",1
Fri Mar 30 21:50:58 +0000 2018,979838420628500480,"RT @mtill50: Tonite @NewsHour - 100's injured, at least 16 killed on #Gaza border by Israeli forces. @JudyWoodruff speaks w/ @nidalal of @r…",1
Fri Mar 30 21:44:37 +0000 2018,979836822556676096,RT @RecordedFuture: Tune in to #PBS @NewsHour to see our own @uuallan talk Atlanta #ransomware with @hari at 6:15 PM ET tonight! https://t.…,1
Fri Mar 30 21:40:00 +0000 2018,979835660419960832,"From our staff: Here are the books you never read in high school, but should now (compiled by @Josh_Barrage) https://t.co/Qcsns3fp6Q",1
Fri Mar 30 21:20:00 +0000 2018,979830626495946752,What we learned from an independent autopsy into Stephon Clark’s death (by @Josh_Barrage) https://t.co/ru3dvPDuHs,1
Fri Mar 30 21:00:03 +0000 2018,979825605922476033,"WATCH: The National African American Gun Association is tiny compared to the NRA. But in the last 14 months, the gr… https://t.co/J5ARoHq3U0",1
Fri Mar 30 20:54:40 +0000 2018,979824249568419841,RT @vicpasquantonio: I talked with a lot of different people to find out what's going on in #Oklahoma #walkout #oklaed #OKwalk4ed via @News…,1
Fri Mar 30 20:20:00 +0000 2018,979815527060209664,"Ronny Jackson has served under three presidents, which gives him bipartisan appeal. Both Democrats and Republicans… https://t.co/XwNgVxTYC7",1
Fri Mar 30 20:00:12 +0000 2018,979810543883210753,"WATCH: #StephonClark hit by 8 bullets during fatal police encounter, according to independent autopsy (by… https://t.co/5PI2EmaSUj",1
Fri Mar 30 19:40:00 +0000 2018,979805461615652864,These 3D-printed homes could provide shelter to the world’s most vulnerable people. Learn more from @RashmiShivni. https://t.co/lNhQQcdpC0,1
Fri Mar 30 19:20:00 +0000 2018,979800428178214913,"Since the bill passed, several school districts across Oklahoma have cancelled classes on Monday in a show of suppo… https://t.co/BhyQ3jAfCV",1
Fri Mar 30 19:00:03 +0000 2018,979795407063605248,"At least 14 dead, hundreds wounded during Gaza protests https://t.co/o2yHXuYnPZ",1
Fri Mar 30 18:40:00 +0000 2018,979790360862892032,The head of the Environmental Protection Agency lived in a Capitol Hill condominium linked to a prominent Washingto… https://t.co/L5VA22RsLZ,1
Fri Mar 30 18:20:00 +0000 2018,979785328004284417,"Who is Ronny Jackson, President Trump’s pick to lead the Department of Veterans Affairs? (via @gretchenfrazee)  https://t.co/Z8bsbnQhnE",1
Fri Mar 30 18:00:03 +0000 2018,979780307908898816,The Supreme Court delved again into the high-stakes debate over what is and isn't allowed when lawmakers draw elect… https://t.co/9vwJ9hoFV8,1
Fri Mar 30 17:45:43 +0000 2018,979776699851157505,WATCH LIVE: #Periscope: Family of #StephonClark to release results of independent autopsy https://t.co/5fPU6l3wYh,1
Fri Mar 30 17:40:00 +0000 2018,979775262492540928,WATCH LIVE: Family of Stephon Clark to release results of independent autopsy (via @Josh_Barrage)  https://t.co/lBRdF0lzPM,1
Fri Mar 30 17:20:00 +0000 2018,979770228761542658,"WATCH: Native imagery is embedded in the national subconscious, whether we're paying attention or not. A new exhibi… https://t.co/q6lrWEK5Yg",1
Fri Mar 30 17:00:03 +0000 2018,979765207265312768,"""You thought income inequality was rising dramatically, right? Well, so did I,"" writes @paulsolman. https://t.co/yzWafO3MI3",1
Fri Mar 30 16:40:00 +0000 2018,979760162541105152,How to make big money in the sneaker business. https://t.co/qA7jWsobNm,1
Fri Mar 30 16:20:00 +0000 2018,979755129552465920,"After taking down Confederate monuments, New Orleans Mayor Landrieu hopes people rethink their history. https://t.co/qPlbOZuHaD",1
Fri Mar 30 16:00:01 +0000 2018,979750100313440256,Analysis: Why the EPA’s shift on auto efficiency rules will give China the upper hand (via @ConversationUS)  https://t.co/4BJ90eZKgF,1
Fri Mar 30 15:40:00 +0000 2018,979745062606094338,"Russia expels more U.K. diplomats, ramping up dispute with the West. https://t.co/sXzqytB5cK",1
Fri Mar 30 15:20:01 +0000 2018,979740032130002944,Why Oklahoma teachers will walk out Monday (via @vicpasquantonio)  https://t.co/68XlKHDxMo,1
Fri Mar 30 15:00:01 +0000 2018,979735002572353536,"Noor Salman, widow of Pulse nightclub gunman, acquitted of terrorism charges. https://t.co/gbHhejzcwR",1
Fri Mar 30 14:51:19 +0000 2018,979732813162401792,"RT @paulsolman: Few doubt that economic inequality is a profound problem, but has it been rising dramatically, as Piketty et al. claim? A r…",1
Fri Mar 30 14:40:00 +0000 2018,979729963086589952,"“You take this moment, and you turn it into a movement. You take the anguish, the trauma and the pain, and you make… https://t.co/bDQc3EqZ4F",1
Fri Mar 30 14:20:00 +0000 2018,979724930806894592,EPA head Scott Pruitt lived in D.C. condo connected to energy . https://t.co/QIs3HfWutb,1
Fri Mar 30 14:00:02 +0000 2018,979719904466231296,"“We need our leaders to see young African-Americans, especially young African-American men, as part of the American… https://t.co/pxfZTjaZy0",1
Fri Mar 30 13:40:00 +0000 2018,979714863940304896,Michael Barbaro says his podcast The Daily starts a news story “where you need it to begin to understand it.” https://t.co/4x0x6RNefC,1
Fri Mar 30 13:37:55 +0000 2018,979714339455324160,"RT @jennymarder: ""Now for someone who’s been reporting a widening cleavage for decades, my ﬁrst reaction, after reading the paper and the b…",1
Fri Mar 30 13:20:00 +0000 2018,979709830750334976,"When they were developed nearly a century ago, antibiotics were intended as a last resort. (by @LauraSanthanam) https://t.co/dzG8ujk2rl",1
Fri Mar 30 13:00:00 +0000 2018,979704798340681728,"Once a flourishing vacation destination, the population of Scotland's Isle of Bute has shrunk and its economy withe… https://t.co/auwtfRtOM8",1
Fri Mar 30 12:00:00 +0000 2018,979689700385472515,Michael Barbaro says his podcast The Daily starts a news story “where you need it to begin to understand it.” https://t.co/6WE7XgQwQe,1
Fri Mar 30 04:00:00 +0000 2018,979568904161783809,"Mark “Mayor” Farese is an influencer in the world of high-end, unobtainable sneakers. People want what he endorses,… https://t.co/Zkf0U3oI7l",1
Fri Mar 30 03:00:01 +0000 2018,979553805690908673,"“Whether you're a Republican or Democrat, a conservative or liberal, one of the things we ought to agree about...is… https://t.co/Xz6GUVHDEt",1
Fri Mar 30 02:00:00 +0000 2018,979538704346710017,"“You take this moment, and you turn it into a movement. You take the anguish, the trauma and the pain, and you make… https://t.co/2F2ZoKisL5",1
Fri Mar 30 01:30:00 +0000 2018,979531155614699522,"“With the presently constituted Supreme Court, there's very little chance that we will see money removed from polit… https://t.co/1yoTqdrvoa",1
Fri Mar 30 01:00:00 +0000 2018,979523605053755393,"“We need our leaders to see young African-Americans, especially young African-American men, as part of the American… https://t.co/DcKHJ2DkMM",1
Fri Mar 30 00:40:00 +0000 2018,979518569989005317,Pentagon silent on transgender policy released last week https://t.co/nb25h7yPTI,1
Fri Mar 30 00:20:00 +0000 2018,979513537109229569,Attorney General Jeff Sessions says no new special counsel yet to investigate GOP concerns https://t.co/au3uvRo0Yq,1
Fri Mar 30 00:01:34 +0000 2018,979508897156284416,"The goal of @SmithsonianNMAI's exhibit ""Americans,"" according to curator Paul Chaat Smith: ""The United States natio… https://t.co/eOUoddrA1c",1
Fri Mar 30 00:00:00 +0000 2018,979508504091226112,‘@serial’ podcast subject Adnan Syed to get new trial after murder conviction https://t.co/zJudQC1v03,1
Thu Mar 29 23:57:50 +0000 2018,979507959133749248,"One area of continuing contention shown at @SmithsonianNMAI's exhibit ""Americans"" is the how sports teams have used… https://t.co/zPR5yNAxKL",1
Thu Mar 29 23:51:33 +0000 2018,979506379667861504,"The ""Americans"" exhibit at @SmithsonianNMAI shows us how and why Native American or Indian — the museum uses the te… https://t.co/7ZdFuan1mZ",1
Thu Mar 29 23:45:13 +0000 2018,979504783051517952,"""For most people, they don't see or really think about Indians, yet they are surrounded by Indian imagery, place na… https://t.co/wtDoBAOAyP",1
Thu Mar 29 23:40:00 +0000 2018,979503470951591936,Is increasing income inequality a fact or a myth? (by @paulsolman) https://t.co/yzWafOlnzB,1
Thu Mar 29 23:37:38 +0000 2018,979502875998085121,RT @SmithsonianNMAI: 🎺 Tonight's the night: @NewsHour's @JeffreyBrown talks with Paul Chaat Smith about the history &amp; ideas behind the exhi…,1
Thu Mar 29 23:37:23 +0000 2018,979502814194941953,"""I only have 151,000 followers on @instagram,"" but my followers ""are core,"" sneaker aficionado @_MAYOR_ tells… https://t.co/VuaSjgjVKf",1
Thu Mar 29 23:28:47 +0000 2018,979500649392963589,"""The truth is we don't deal with [the issue of race] at all,"" @MayorLandrieu tells @JudyWoodruff. ""The African-Amer… https://t.co/mYS1T4u4Nw",1
Thu Mar 29 23:20:00 +0000 2018,979498438026039296,Column by @DrMonnica: White people don’t understand the trauma of viral police-killing videos (from 2016) https://t.co/VYIgqEXFWA,1
Thu Mar 29 23:17:16 +0000 2018,979497748197027841,".@hari: How do you deal with the deep-seeded problem of mistrust of police? 

Sacramento's @Mayor_Steinberg: ""You t… https://t.co/DMrygbIBpl",1
Thu Mar 29 23:08:50 +0000 2018,979495627464691712,"""#StephonClark had no weapon, he had no gun. He was no threat to the police. He was running from the police,""… https://t.co/zL2cHtDp8x",1
Thu Mar 29 22:59:57 +0000 2018,979493392647376896,"RT @Yamiche: Tune into @NewsHour now. I’ll be interviewing Benjamin Crump, @AttorneyCrump, the attorney for #StephonClark ‘s family in a fe…",1
Thu Mar 29 22:57:23 +0000 2018,979492746523238400,David Shulkin to @JudyWoodruff on political appointees pushing VA privatization: “Those that are really sticking to… https://t.co/pQwZgcrA4S,1
Thu Mar 29 22:54:26 +0000 2018,979492004261441538,RT @JudyWoodruff: meet the journalist behind the very popular @NYTimes podcast #TheDaily @MikieBarb our #BBS @NewsHour tonight,1
Thu Mar 29 22:52:03 +0000 2018,979491402890571776,"RT @ericarhendry: During #StephonClark's funeral today, his brother's pain was so visibly raw. Many people tried to get him away from the m…",1
Thu Mar 29 22:51:57 +0000 2018,979491379284979713,RT @JudyWoodruff: fascinating and disturbing reminder of how we have disrespected Native Americans throughout our history and in our cultur…,1
Thu Mar 29 22:43:44 +0000 2018,979489310461247488,"Tensions continue to run high in Sacramento, California, today — almost 2 weeks after city police killed a young Af… https://t.co/2UnnTLiMhV",1
Thu Mar 29 22:38:25 +0000 2018,979487973598261248,WATCH on #Periscope: Buyers pay hundreds—sometimes thousands—of dollars for limited edition shoes. What's behind th… https://t.co/X5SyLmBJAT,1
Thu Mar 29 22:37:37 +0000 2018,979487773232156672,"RT @JudyWoodruff: .@MayorLandrieu says Pres Trump's ""uncareful language helps exacerbate"" racial tensions in the U.S., but the country ""doe…",1
Thu Mar 29 22:35:38 +0000 2018,979487272490938368,"RT @stephaniekotuby: .@MayorLandrieu to @judywoodruff:  @realDonaldTrump ""...isn't the cause of our country's (race) problems but is a symp…",1
Thu Mar 29 22:35:32 +0000 2018,979487249787162626,"RT @JudyWoodruff: .@MayorLandrieu describes how #NewOrleans deals with police relations w/ African American community, discusses his new bo…",1
Thu Mar 29 22:35:27 +0000 2018,979487226890473472,RT @stephaniekotuby: .@MayorLandrieu tells @JudyWoodruff there have been too many examples over the years of police officers trained to sho…,1
Thu Mar 29 22:29:26 +0000 2018,979485714516766722,"RT @stephaniekotuby: Coming up on @NewsHour tonight, @MayorLandrieu talks to @JudyWoodruff about his new book ""In the Shadow of Statues"", h…",1
Thu Mar 29 22:29:03 +0000 2018,979485617624150016,"RT @JudyWoodruff: .@BenCrumpLaw attorney for family of #StephonClark who was shot to death by police in Sacramento, tells @Yamiche that pol…",1
Thu Mar 29 22:28:59 +0000 2018,979485599487971329,"RT @JudyWoodruff: Mayor of Sacramento Darrell Steinberg tells @Hari ""we must begin implicit bias training"" for the city's police in afterma…",1
Thu Mar 29 22:28:53 +0000 2018,979485572652613632,".@JudyWoodruff: ""Has President Trump spoken with you since this happened?""

David Shulkin: ""No."" https://t.co/aEsY0KFaAa",1
Thu Mar 29 22:27:02 +0000 2018,979485110629154817,David Shulkin had been the subject of criticism over travel expenses related to a business trip to Europe. The form… https://t.co/Gjtms7sIUh,1
Thu Mar 29 22:19:02 +0000 2018,979483095152738304,"Political appointees who joined the Department of Veterans Affairs after the election ""saw me as a threat to their… https://t.co/8K2T90PUme",1
Thu Mar 29 22:14:26 +0000 2018,979481936463790082,"RT @JudyWoodruff: ""those sticking to a political ideology"" or aiming for privatization of the VA ""for financial reasons"" don't have best in…",1
Thu Mar 29 22:12:33 +0000 2018,979481464042553345,"RT @JudyWoodruff: former Veterans Affairs Secy David Shulkin says political appointees at VA ""saw me as a threat"" to their goal of privatiz…",1
Thu Mar 29 22:12:28 +0000 2018,979481443146465280,"""I was simply told that [the president] wanted to make a change, and of course as a Cabinet member, you serve at th… https://t.co/QYF87V7KLA",1
Thu Mar 29 22:07:46 +0000 2018,979480258578657280,WATCH on #Periscope: @JudyWoodruff interviews recently ousted Veterans Affairs Secretary David Shulkin. https://t.co/zsvjL2i4bu,1
Thu Mar 29 21:50:13 +0000 2018,979475845160062983,"RT @mtill50: Tonite @NewsHour - Fired yesterday, and not going quietly: former @DeptVetAffairs Sec. David #Shulkin speaks w/ @JudyWoodruff…",1
Thu Mar 29 21:47:59 +0000 2018,979475282448003073,"TONIGHT: Recently ousted Veterans Affairs Secretary David Shulkin tells @JudyWoodruff, ""I just don't see privatizat… https://t.co/53SxpQzWQo",1
Thu Mar 29 21:45:00 +0000 2018,979474530409287681,Should you treat a sinus infection with antibiotics? https://t.co/SCEnMaOVG0,1
Thu Mar 29 21:00:03 +0000 2018,979463217234800648,"""You thought income inequality was rising dramatically, right? Well, so did I,"" writes @paulsolman. https://t.co/yzWafO3MI3",1
Thu Mar 29 20:45:00 +0000 2018,979459430508126212,President Trump warns he may freeze South Korea trade deal for North Korea talks https://t.co/shlK7Sj68C,1
Thu Mar 29 20:30:01 +0000 2018,979455658868264960,"The idea behind the @nytimes podcast ""The Daily,"" says host @mikiebarb, ""was to change the relationship between the… https://t.co/Np2qjs0B2X",1
Thu Mar 29 20:15:00 +0000 2018,979451881624829953,Senate Judiciary panel requests new info on Trump officials https://t.co/E84r3WZ7NI,1
Thu Mar 29 19:45:00 +0000 2018,979444332762681345,Should you treat a sinus infection with antibiotics? Here's what @dramberrobins says. https://t.co/SCEnMaOVG0,1
Thu Mar 29 19:30:00 +0000 2018,979440558350336000,The ski jump and the rodeo combine for this extreme sport where horse riders tow their human teammates through a 70… https://t.co/5cwdaujHsB,1
Thu Mar 29 19:20:50 +0000 2018,979438249612599297,RT @ColumbiaSIPA: Kenneth Prewitt explains on @NewsHour why the citizenship question on the 2020 census reduces its effectiveness: https://…,1
Thu Mar 29 19:15:00 +0000 2018,979436781727821825,Bill Cosby’s lawyers demand that jurors in sexual assault retrial hear witness. https://t.co/eNaQU2V4Nm,1
Thu Mar 29 19:00:02 +0000 2018,979433015574237189,Austin police say a ‘domestic terrorist’ set off explosions that killed two people. https://t.co/lPgqZXNRxf,1
Thu Mar 29 18:49:29 +0000 2018,979430361603112961,"WATCH: What motivated @_MAYOR_ to collect sneakers? He talks to @paulsolman about that and his 3,600-pair assortmen… https://t.co/jfd5V99n3q",1
Thu Mar 29 18:45:00 +0000 2018,979429232320315398,AP Fact Check: What the Trump administration isn’t saying about 2020 census. https://t.co/zu5jloUGej,1
Thu Mar 29 18:43:03 +0000 2018,979428739405795329,"RT @RNatourious: The state could still appeal the retrial opinion but we hope they won't. ""This has taken so long already"" says Adnan Syed'…",1
Thu Mar 29 18:40:52 +0000 2018,979428189859667972,RT @jennymarder: You can watch a livestream of Stephon Clark's funeral here: https://t.co/T3Kqj4O5tW,1
Thu Mar 29 18:30:01 +0000 2018,979425462098284545,"Russia to close U.S. consulate in St. Petersburg, foreign minister says. https://t.co/RHlyXB9hTC",1
Thu Mar 29 18:15:00 +0000 2018,979421683781021696,‘Serial’ podcast subject Adnan Syed to get new trial after murder conviction. https://t.co/Uwyv1fValX,1
Thu Mar 29 18:03:05 +0000 2018,979418682404126721,"WATCH on #Periscope: President Trump discusses his infrastructure plan during speech in Richfield, Ohio. https://t.co/huxzkbEEpy",1
Thu Mar 29 18:00:01 +0000 2018,979417910576861185,WATCH LIVE: Donald Trump to share $200 billion plan to update bridges and roads. https://t.co/ktu18NIZmc,1
Thu Mar 29 17:20:00 +0000 2018,979407841269235712,"From the NewsHour archives, @WmBrangham examines how the podcast “Serial” raised questions about Adnan Syed’s defen… https://t.co/P4vyNj3v2K",1
Thu Mar 29 17:00:05 +0000 2018,979402829206114304,Austin police say a ‘domestic terrorist’ set off explosions that killed two people. https://t.co/3uxf8HdEBF,1
Thu Mar 29 16:40:00 +0000 2018,979397774688051200,WATCH LIVE: Stephon Clark’s funeral underway in Sacramento Thursday https://t.co/awZzrY6qce,1
Thu Mar 29 16:20:00 +0000 2018,979392742097764353,Families mourn after 68 inmates die in Venezuela jail fire. https://t.co/26UAFV3RLH,1
Thu Mar 29 16:00:00 +0000 2018,979387707993591810,The rise in drug treatment all over the world threatens the spread of superbugs. What can be done to stop it? https://t.co/a8XEU70YzL,1
Thu Mar 29 15:40:00 +0000 2018,979382675193528322,What should we read into the meeting between North Korea and China? https://t.co/r7HaL2s2UT,1
Thu Mar 29 15:20:01 +0000 2018,979377645216399360,Hold your horses! Skijoring isn't your average ski race. https://t.co/CDDNZeoBuT,1
Thu Mar 29 15:00:01 +0000 2018,979372613465247750,The problem with overusing antibiotics (via @LauraSanthanam)  https://t.co/47a3NyzzOb,1
Thu Mar 29 14:40:00 +0000 2018,979367575791349761,Stephon Clark’s funeral underway in Sacramento Thursday. https://t.co/1kNkh1S2fR,1
Thu Mar 29 14:20:00 +0000 2018,979362544711168000,Can you guess how much these rare sneakers cost? https://t.co/KZULcFWiOl,1
Thu Mar 29 14:18:50 +0000 2018,979362248996151297,RT @milesobrien: New research is showing that the use of #antibiotics has grown tremendously since 2000. This is a main driver of #superbug…,1
Thu Mar 29 14:18:44 +0000 2018,979362225227001856,RT @LauraSanthanam: The problem with overusing antibiotics https://t.co/OZYF5KRXrr,1
